0,0
2e-06,2e-06
4e-06,4e-06
6e-06,6e-06
8e-06,8e-06
1e-05,1e-05
1.2e-05,1.2e-05
1.4e-05,1.37919e-05
1.6e-05,1.57919e-05
1.8e-05,1.77919e-05
2e-05,1.97919e-05
2.2e-05,2.17919e-05
2.4e-05,2.37919e-05
2.6e-05,2.56762e-05
2.8e-05,2.76762e-05
3e-05,2.96762e-05
3.2e-05,3.16762e-05
3.4e-05,3.36762e-05
3.6e-05,3.56762e-05
3.8e-05,3.76762e-05
4e-05,3.96762e-05
4.2e-05,4.16762e-05
4.4e-05,4.36762e-05
4.6e-05,4.56762e-05
4.8e-05,4.76762e-05
5e-05,4.96141e-05
5.2e-05,5.16141e-05
5.4e-05,5.36141e-05
5.6e-05,5.56141e-05
5.8e-05,5.73473e-05
6e-05,5.93473e-05
6.2e-05,6.13473e-05
6.4e-05,6.33473e-05
6.6e-05,6.53473e-05
6.8e-05,6.73473e-05
7e-05,6.93473e-05
7.2e-05,7.13473e-05
7.4e-05,7.33473e-05
7.6e-05,7.53473e-05
7.8e-05,7.73473e-05
8e-05,7.93473e-05
8.2e-05,8.13473e-05
8.4e-05,8.33473e-05
8.6e-05,8.51533e-05
8.8e-05,8.71533e-05
9e-05,8.91533e-05
9.2e-05,9.11533e-05
9.4e-05,9.31533e-05
9.6e-05,9.51533e-05
9.8e-05,9.70584e-05
0.0001,9.90584e-05
0.000102,0.000101058
0.000104,0.000103058
0.000106,0.000105058
0.000108,0.000107058
0.00011,0.000109058
0.000112,0.000111058
0.000114,0.000113058
0.000116,0.000115058
0.000118,0.000117058
0.00012,0.000119058
0.000122,0.000121058
0.000124,0.000123058
0.000126,0.000125058
0.000128,0.000127058
0.00013,0.000129058
0.000132,0.000131058
0.000134,0.000133058
0.000136,0.000135058
0.000138,0.000136597
0.00014,0.000138597
0.000142,0.000140597
0.000144,0.000142597
0.000146,0.000144597
0.000148,0.000146597
0.00015,0.000148597
0.000152,0.000150597
0.000154,0.000152597
0.000156,0.000154597
0.000158,0.000156356
0.00016,0.000158356
0.000162,0.000160356
0.000164,0.00016172
0.000166,0.00016372
0.000168,0.00016572
0.00017,0.00016772
0.000172,0.00016972
0.000174,0.00017172
0.000176,0.00017372
0.000178,0.00017572
0.00018,0.00017772
0.000182,0.00017972
0.000184,0.00018172
0.000186,0.00018372
0.000188,0.00018572
0.00019,0.00018772
0.000192,0.00018972
0.000194,0.00019172
0.000196,0.00019372
0.000198,0.00019572
0.0002,0.00019772
0.000202,0.00019972
0.000204,0.00020172
0.000206,0.00020372
0.000208,0.000204411
0.00021,0.000206411
0.000212,0.000208411
0.000214,0.000210411
0.000216,0.000212411
0.000218,0.000214411
0.00022,0.000216411
0.000222,0.000218411
0.000224,0.000220411
0.000226,0.000222366
0.000228,0.000224366
0.00023,0.000226366
0.000232,0.000228366
0.000234,0.000230366
0.000236,0.000232366
0.000238,0.000233981
0.00024,0.000235981
0.000242,0.000237981
0.000244,0.000239981
0.000246,0.000241981
0.000248,0.00024391
0.00025,0.00024591
